-3.231961861632338259e+05,4.850433540592658392e+04
-3.231346109943601186e+05,4.845228175624196592e+04
-3.210333418832130847e+05,4.735277067891308980e+04
-3.186366877975445823e+05,4.631782778499501728e+04
-3.185018852475231979e+05,4.624962050816107512e+04
-3.184665038591490011e+05,4.622989346158734406e+04
-3.168552726318403147e+05,4.627962320869376708e+04
-3.183273779833493172e+05,4.615693635636576801e+04
-3.182661978468956659e+05,4.612596730778459460e+04
-3.181097584173508803e+05,4.607913494201131107e+04
-3.178137400343072950e+05,4.595246152055465791e+04
-3.160386560139786452e+05,4.570734118582203519e+04
-3.142441471720140544e+05,4.560773818146298436e+04
-3.137935539777266094e+05,4.556831320056329423e+04
-3.097362368743790430e+05,4.507745306321732642e+04
-3.081432399758154061e+05,4.493351710685754369e+04
-3.067563699839993496e+05,4.479981765726580488e+04
-3.047300446676164865e+05,4.452914468170738110e+04
-3.044686450940781506e+05,4.447125271795951994e+04
-3.031777150536468835e+05,4.433343418898768869e+04
-3.031776479851418408e+05,4.433243688033285434e+04
-3.031720284795587067e+05,4.424760354691754037e+04
-3.004558075729809352e+05,4.404668256072403165e+04
-3.003121246766672703e+05,4.404112026591473841e+04
-2.953994514339315356e+05,4.351267708672620938e+04
-2.942104002172430628e+05,4.343019046532431821e+04
-3.036504928296539583e+05,4.266542541479155625e+04
-2.932825012519338634e+05,4.334136137855738343e+04
-2.935285713523248560e+05,4.328892806969899539e+04
-2.933996898630884243e+05,4.321931878092631086e+04
-2.932749006255167187e+05,4.322661844015581300e+04
-2.895976361079438939e+05,4.279968975815334852e+04
-3.156976506635074620e+05,4.055963240526033042e+04
-2.813225679199927254e+05,4.208905245689052390e+04
-3.178160647297446267e+05,3.933088527688210888e+04
-2.784637737559427042e+05,4.179339817640271940e+04
-2.778260831731791841e+05,4.172844618579863891e+04
-2.778178357195530552e+05,4.172497434952090407e+04
-3.085674470789177576e+05,3.967295392701093078e+04
-2.777064312861686340e+05,4.169227134944469435e+04
-2.757489015261690947e+05,4.153724366743344581e+04
-2.752754119270447991e+05,4.125800439817442384e+04
-2.752512633611529600e+05,4.125659048331990925e+04
-2.745475116381444968e+05,4.119287650564398791e+04
-2.730390375333924894e+05,4.094813407373098016e+04
-2.710759159657602431e+05,4.066328756867539778e+04
-2.692292318285595393e+05,4.030556957500016142e+04
-2.692190508305248804e+05,4.030317511904519779e+04
-2.690757837991474662e+05,4.028869043169691577e+04
-2.690373309761355631e+05,4.028317574011852412e+04
-2.688061915555764572e+05,4.024331435477558989e+04
-2.662601028601747821e+05,3.979671247722189582e+04
-2.655355274832497817e+05,3.961525122675027524e+04
-2.930324420835203491e+05,3.767547405103344499e+04
-2.652132076900482643e+05,3.951523881794550834e+04
-2.650077475579714519e+05,3.948480583988112630e+04
-2.649810709064618568e+05,3.947547310973517597e+04
-2.637499063322542934e+05,3.924138279389295349e+04
-2.616168452964491153e+05,3.876637743405612127e+04
-2.615911059908822936e+05,3.875606065071003832e+04
-2.612753013191382342e+05,3.869379028990425286e+04
-2.611411333524682559e+05,3.866548302678729669e+04
-2.607479244980045769e+05,3.856935543142142706e+04
-2.606671077518326347e+05,3.855971199565087591e+04
-3.206466778142136172e+05,3.435993598160541296e+04
-2.593299302117249754e+05,3.826842823712689278e+04
-2.591281934816688881e+05,3.821860203673742217e+04
-2.589170141018787108e+05,3.817748599340717192e+04
-2.566970730327448691e+05,3.772230736294983217e+04
-2.565228776158267865e+05,3.767971986290296627e+04
-2.552704449824805488e+05,3.738180295915408351e+04
-2.551560444482032326e+05,3.736437310425600299e+04
-2.550043289768882969e+05,3.732832718662187108e+04
-2.535605235599779116e+05,3.703106282433129672e+04
-2.531882014593346976e+05,3.691747135536494170e+04
-2.530481200695824809e+05,3.689063981112491456e+04
-2.519872784315530153e+05,3.656504404136631638e+04
-2.519097865181558591e+05,3.656016842102247028e+04
-2.515620572666962107e+05,3.646987972472319234e+04
-2.807017453600439476e+05,3.450253017701736098e+04
-2.507087859327219485e+05,3.620659250774094107e+04
-2.501420668807400798e+05,3.603286891099355853e+04
-2.625326469855626347e+05,3.472394557943942345e+04
-2.483436745048539015e+05,3.566284579018878139e+04
-2.529260392679792712e+05,3.504771994285191613e+04
6.344645194781180471e+05,9.371886915229680017e+04
-2.464860034542075882e+05,3.535103081291595299e+04
-2.738466415094599361e+05,3.351748059136480879e+04
-2.458694657035823620e+05,3.527255774770525750e+04
-2.455342274932411965e+05,3.523462712283946894e+04
-2.806890036222104100e+05,3.252499222458940494e+04
-2.827866114784039673e+05,3.222273050112090641e+04
-2.422100935061585624e+05,3.472232410203302425e+04
-2.416294301087240165e+05,3.461046346224121226e+04
-2.370494743231953471e+05,3.379440445847289811e+04
-2.924066779063410359e+05,3.012026275490418993e+04
-3.131598236920437193e+05,2.852806574928780537e+04
-2.614119932297360792e+05,3.158923742376247174e+04
-2.309943975431461295e+05,3.341872644888499053e+04
-2.275426990005701373e+05,3.318945261264572036e+04
-2.269565665808247286e+05,3.308587093980111968e+04
-2.368958563456625852e+05,3.147543570810180245e+04
-2.191584039688307967e+05,3.247907783954634215e+04
-2.170538115986406046e+05,3.232791503820932849e+04
-2.150762049804478593e+05,3.214214694306938327e+04
-2.647990505643284996e+05,2.849762198007890765e+04
-2.734655805887643946e+05,2.776510560622596677e+04
-2.118430552758591948e+05,3.180811933067518476e+04
-2.821939045072547160e+05,2.692136976090678581e+04
-2.524602577601344092e+05,2.874265838628354686e+04
-2.094581180089840491e+05,3.157026679953550774e+04
-2.093074557290849916e+05,3.156518605194101838e+04
-2.090525600515831611e+05,3.154499211088067386e+04
-2.524303850339473283e+05,2.829168136714314460e+04
-2.056143226552963315e+05,3.124661406054954568e+04
-2.050690345488429011e+05,3.116955039731990473e+04
-2.049902041750144563e+05,3.115964647207759117e+04
-2.046722798175524804e+05,3.108052566821175787e+04
-2.043417859480368788e+05,3.097808820774011110e+04
-2.593242711771689355e+05,2.689696693575087556e+04
5.859961815916928463e+06,4.321884886346252752e+05
-2.001541338185390050e+05,3.022930326503882316e+04
-1.997031705396929174e+05,3.015399666716491265e+04
-2.883707688432423747e+05,2.427929451971687740e+04
-1.978678469540643855e+05,2.983158627451652501e+04
-1.968576051849463256e+05,2.972516988417356697e+04
-1.986011333142816729e+05,2.955448790794166416e+04
-1.950907738539399288e+05,2.943823683564243765e+04
-2.040288252599000989e+05,2.794815387836321315e+04
-2.070567463842682482e+05,2.754419517013052973e+04
-1.887367399144294905e+05,2.833178478134561738e+04
-1.870444659928253677e+05,2.809618271285262745e+04
-1.865175381837508176e+05,2.803897724765104067e+04
-1.863559635238120682e+05,2.802054598089222418e+04
-2.076832934685657383e+05,2.659374803962855731e+04
-1.857471873557910731e+05,2.798361352306586923e+04
-1.847039601821601682e+05,2.786339407491846941e+04
-1.844397512089091178e+05,2.783872328846781602e+04
-1.842869662182673346e+05,2.781677416306501618e+04
-1.862936960332003655e+05,2.708059568138606846e+04
-1.814450552867749939e+05,2.739776385132102223e+04
-1.812488408353514969e+05,2.737070910474705670e+04
-1.812275523476244416e+05,2.736708989435217882e+04
-2.520923957221716992e+05,2.246329872706019887e+04
-1.742461941802666115e+05,2.607977033465715067e+04
-2.037687457002931042e+05,2.335639463854867427e+04
-2.617282983434354537e+05,1.892062261374171067e+04
-1.813845908303065225e+05,2.423080070801735565e+04
-1.866046832711454481e+05,2.357538909605341905e+04
-1.662696675898586691e+05,2.471694358735029891e+04
-1.657810360436792544e+05,2.469327633257019988e+04
-1.646821382025078346e+05,2.453452654802892721e+04
-2.310058970837694069e+05,1.843326447757866845e+04
-1.581628867414762499e+05,2.323355759142291936e+04
